order_id,product_id,old_name,category,sub_category,base_price,price,quantity,amount,discount,profit,status,priority,user_id,region,city,state,order_date,ship_date,payment_mode
1969,2969,Printer v1,Office Supplies,Printer,2347.14,2795.69,6,16774.14,0.0,2691.3,Completed,High,13691.0,South,Bengaluru,Karnataka,2025-10-19,2025-10-24,Credit Card
1970,2970,Table v1,Furniture,Table,466.7,579.06,10,5790.6,0.1,1123.6,Completed,Medium,11991.0,West,Ahmedabad,Gujarat,2025-02-04,2025-02-09,UPI
1971,2971,Chair v1,Furniture,Chair,656.38,763.48,4,3053.92,0.15,428.4,Pending,High,12953.0,North,Chandigarh,Chandigarh,2025-11-13,2025-11-16,Credit Card
1972,2972,Laptop v1,Electronics,Laptop,822.63,1114.38,1,1114.38,0.15,291.75,Completed,Low,13585.0,North,Jaipur,Rajasthan,2025-11-29,2025-11-30,Net Banking
1973,2973,Chair v1,Furniture,Chair,1550.59,1920.66,6,11523.96,0.05,2220.42,Completed,Medium,13040.0,East,Bhubaneswar,Odisha,2025-01-05,2025-01-08,Credit Card
1974,2974,Pen v1,Office Supplies,Pen,132.42,168.74,9,1518.66,0.2,326.88,Completed,Low,11773.0,East,Bhubaneswar,Odisha,2025-11-16,2025-11-23,Net Banking
1975,2975,Mixer v1,Home Appliances,Mixer,4135.05,4407.61,9,39668.49,0.05,2453.04,Pending,High,14634.0,East,Patna,Bihar,2025-09-08,2025-09-12,Cash
1976,2976,Mixer v1,Home Appliances,Mixer,1000.43,1078.39,8,8627.12,0.1,623.68,Completed,Medium,10192.0,South,Hyderabad,Telangana,2025-12-12,2025-12-18,Cash
1977,2977,Mobile v1,Electronics,Mobile,628.29,670.64,4,2682.56,0.2,169.4,Completed,Low,12535.0,East,Patna,Bihar,2025-08-02,2025-08-05,UPI
1978,2978,Pen v1,Office Supplies,Pen,3280.36,4456.83,4,17827.32,0.2,4705.88,Pending,Medium,14885.0,North,Jaipur,Rajasthan,2025-03-16,2025-03-22,UPI
1979,2979,Tablet v1,Electronics,Tablet,2453.88,2752.83,7,19269.81,0.0,2092.65,Completed,Medium,11032.0,South,Bengaluru,Karnataka,2025-02-26,2025-03-03,Debit Card
1980,2980,Sofa v1,Furniture,Sofa,1501.75,1955.05,8,15640.4,0.2,3626.4,Completed,High,11365.0,North,Chandigarh,Chandigarh,2026-04-01,2026-04-08,Credit Card
1981,2981,Mixer v1,Home Appliances,Mixer,2164.8,2835.05,1,2835.05,0.1,670.25,Completed,Low,13434.0,North,Delhi,Delhi,2025-09-22,2025-09-26,Cash
1982,2982,Notebook v1,Office Supplies,Notebook,4127.39,5534.95,5,27674.75,0.15,7037.8,Completed,Medium,12106.0,West,Pune,Maharashtra,2025-06-09,2025-06-15,Cash
1983,2983,Vacuum v1,Home Appliances,Vacuum,2524.61,3680.28,5,18401.4,0.0,5778.35,Completed,Low,14965.0,East,Bhubaneswar,Odisha,2026-03-29,2026-03-30,UPI
1984,2984,Notebook v1,Office Supplies,Notebook,2618.35,3464.07,3,10392.21,0.2,2537.16,Completed,Low,13268.0,South,Hyderabad,Telangana,2025-11-10,2025-11-12,Credit Card
1985,2985,Notebook v1,Office Supplies,Notebook,685.68,728.25,6,4369.5,0.05,255.42,Completed,Low,14227.0,West,Ahmedabad,Gujarat,2026-05-20,2026-05-21,Net Banking
1986,2986,Mixer v1,Home Appliances,Mixer,3480.87,5164.44,7,36151.08,0.15,11784.99,Completed,Medium,14729.0,South,Bengaluru,Karnataka,2025-11-09,2025-11-13,Credit Card
1987,2987,Laptop v1,Electronics,Laptop,2827.56,3428.23,6,20569.38,0.1,3604.02,Completed,Low,13268.0,East,Kolkata,West Bengal,2025-03-27,2025-04-03,Net Banking
1988,2988,Shirt v1,Clothing,Shirt,4661.71,5143.38,1,5143.38,0.2,481.67,Completed,High,10842.0,West,Mumbai,Maharashtra,2026-02-14,2026-02-18,UPI
1989,2989,Printer v1,Office Supplies,Printer,1207.84,1499.04,9,13491.36,0.2,2620.8,Completed,Low,13627.0,North,Chandigarh,Chandigarh,2026-01-17,2026-01-23,Cash
1990,2990,Mobile v1,Electronics,Mobile,548.79,805.0,10,8050.0,0.0,2562.1,Completed,Medium,13842.0,East,Kolkata,West Bengal,2025-02-22,2025-02-28,Credit Card
1991,2991,,Electronics,Tablet,1805.28,2130.37,8,17042.96,0.05,2600.72,Completed,Medium,11439.0,North,Delhi,Delhi,2025-08-24,2025-08-30,Cash
1992,2992,Shoes v1,Clothing,Shoes,2357.49,3210.36,6,19262.16,0.05,5117.22,Completed,Medium,14875.0,East,Patna,Bihar,2026-03-09,2026-03-12,Credit Card
1993,2993,Jeans v1,Clothing,Jeans,3423.19,4542.53,5,22712.65,0.05,5596.7,Pending,Medium,10684.0,West,Pune,Maharashtra,2025-02-27,2025-03-02,Debit Card
1994,2994,Tablet v1,Electronics,Tablet,1267.94,1866.21,10,18662.1,0.05,5982.7,Completed,Low,13472.0,North,Delhi,Delhi,2026-03-31,2026-04-07,Net Banking
1995,2995,Marker v1,Office Supplies,Marker,3412.69,4161.86,1,4161.86,0.2,749.17,Completed,Medium,14067.0,North,Jaipur,Rajasthan,2025-11-24,2025-11-27,UPI
1996,2996,Jacket v1,Clothing,Jacket,2594.79,3045.67,10,30456.7,0.2,4508.8,Completed,Medium,10478.0,West,Pune,Maharashtra,2025-02-05,2025-02-10,Debit Card
1997,2997,Tablet v1,Electronics,Tablet,1401.11,1488.07,10,14880.7,0.2,869.6,Completed,Low,11497.0,West,Ahmedabad,Gujarat,2026-03-24,2026-03-26,Net Banking
1998,2998,Mobile v1,Electronics,Mobile,3488.22,3751.72,9,33765.48,0.1,2371.5,Completed,Medium,12051.0,North,Delhi,Delhi,2025-03-14,2025-03-19,Debit Card
1999,2999,Microwave v1,Home Appliances,Microwave,1289.54,1833.78,7,12836.46,0.0,3809.68,Completed,High,11718.0,South,Bengaluru,Karnataka,2026-05-28,2026-06-03,Debit Card
2000,3000,Mixer v1,Home Appliances,Mixer,824.2,1183.79,5,5918.95,0.05,1797.95,Completed,Medium,14058.0,North,Delhi,Delhi,2025-12-21,2025-12-26,Net Banking
2001,3001,Sofa v1,Furniture,Sofa,3087.81,4587.79,5,22938.95,0.15,7499.9,Completed,High,14423.0,North,Jaipur,Rajasthan,2025-09-19,2025-09-24,Credit Card
2002,3002,Notebook v1,Office Supplies,Notebook,2783.45,3238.35,8,25906.8,0.05,3639.2,Completed,High,13521.0,West,Pune,Maharashtra,2025-03-24,2025-03-27,Debit Card
2003,3003,Jeans v1,Clothing,Jeans,2285.47,3369.31,7,23585.17,0.2,7586.88,Completed,Medium,13728.0,South,Chennai,Tamil Nadu,2026-05-31,2026-06-05,Debit Card
2004,3004,Jacket v1,Clothing,Jacket,3816.61,5667.34,4,22669.36,0.1,7402.92,Completed,Medium,11116.0,East,Bhubaneswar,Odisha,2025-01-05,2025-01-06,UPI
2005,3005,Shoes v1,Clothing,Shoes,2323.02,3132.75,2,6265.5,0.2,1619.46,Completed,High,13088.0,South,Hyderabad,Telangana,2025-08-02,2025-08-05,Debit Card
2006,3006,Fan v1,Home Appliances,Fan,3059.81,3793.77,6,22762.62,0.15,4403.76,Completed,High,12951.0,East,Bhubaneswar,Odisha,2025-05-02,2025-05-03,Credit Card
2007,3007,Headphones v1,Electronics,Headphones,2152.54,2854.23,9,25688.07,0.0,6315.21,Completed,Medium,10837.0,North,Jaipur,Rajasthan,2025-11-20,2025-11-22,Debit Card
2008,3008,Desk v1,Furniture,Desk,4201.28,6226.72,3,18680.16,0.15,6076.32,Completed,Low,13391.0,North,Delhi,Delhi,2025-03-11,2025-03-16,Debit Card
2009,3009,Pen v1,Office Supplies,Pen,737.29,799.54,9,7195.86,0.0,560.25,Pending,High,11524.0,North,Delhi,Delhi,2026-05-19,2026-05-24,Cash
2010,3010,Notebook v1,Office Supplies,Notebook,4421.82,5332.81,9,47995.29,0.1,8198.91,Completed,Medium,13086.0,East,Patna,Bihar,2026-06-10,2026-06-14,Net Banking
2011,3011,Laptop v1,Electronics,Laptop,783.6,1153.59,9,10382.31,0.2,3329.91,Pending,Medium,14785.0,South,Chennai,Tamil Nadu,2026-01-26,2026-01-30,Cash
2012,3012,Fan v1,Home Appliances,Fan,2557.36,2865.12,9,25786.08,0.1,2769.84,Completed,Low,12690.0,South,Hyderabad,Telangana,2026-04-05,2026-04-06,Credit Card
2013,3013,Vacuum v1,Home Appliances,Vacuum,3797.71,4274.0,3,12822.0,0.0,1428.87,Cancelled,High,13544.0,North,Jaipur,Rajasthan,2025-08-01,2025-08-08,Cash
2014,3014,Marker v1,Office Supplies,Marker,4729.23,6460.56,6,38763.36,0.05,10387.98,Completed,Medium,14336.0,South,Chennai,Tamil Nadu,2026-04-28,2026-04-30,UPI
2015,3015,Vacuum v1,Home Appliances,Vacuum,1209.83,1416.57,2,2833.14,0.0,413.48,Completed,Medium,14399.0,West,Pune,Maharashtra,2026-02-21,2026-02-23,Debit Card
2016,3016,Pen v1,Office Supplies,Pen,950.07,1405.46,3,4216.38,0.15,1366.17,Completed,Medium,10300.0,East,Bhubaneswar,Odisha,2026-05-27,2026-06-02,Net Banking
2017,3017,Pen v1,Office Supplies,Pen,3902.15,4484.67,3,13454.01,0.05,1747.56,Completed,Low,13672.0,North,Delhi,Delhi,2025-12-19,2025-12-26,UPI
2018,3018,Table v1,Furniture,Table,1522.73,1880.18,10,18801.8,0.05,3574.5,Completed,Medium,10317.0,East,Bhubaneswar,Odisha,2026-04-06,2026-04-10,UPI
2019,3019,Shoes v1,Clothing,Shoes,4360.28,5481.33,9,49331.97,0.15,10089.45,Completed,Medium,,East,Bhubaneswar,Odisha,2025-12-18,2025-12-22,Debit Card
2020,3020,Marker v1,Office Supplies,Marker,1018.32,1150.95,2,2301.9,0.05,265.26,Cancelled,Medium,14934.0,South,Bengaluru,Karnataka,2025-10-18,2025-10-23,UPI
2021,3021,Pen v1,Office Supplies,Pen,3113.3,4585.91,10,45859.1,0.2,14726.1,Completed,Medium,13455.0,South,Hyderabad,Telangana,2025-10-13,2025-10-15,Debit Card
2022,3022,Chair v1,Furniture,Chair,4725.87,5062.54,4,20250.16,0.2,1346.68,Completed,Low,10962.0,North,Delhi,Delhi,2026-06-08,2026-06-09,Cash
2023,3023,Desk v1,Furniture,Desk,2179.06,2900.44,6,17402.64,0.2,4328.28,Completed,Medium,14431.0,South,Chennai,Tamil Nadu,2025-03-19,2025-03-20,Cash
2024,3024,Jeans v1,Clothing,Jeans,2346.08,2599.89,8,20799.12,0.15,2030.48,Completed,Medium,13775.0,East,Bhubaneswar,Odisha,2025-06-19,2025-06-24,Net Banking
2025,3025,Shoes v1,Clothing,Shoes,4807.5,5784.78,6,34708.68,0.2,5863.68,Completed,Medium,10209.0,East,Bhubaneswar,Odisha,2026-01-15,2026-01-18,Cash
2026,3026,Chair v1,Furniture,Chair,1571.78,1908.22,5,9541.1,0.0,1682.2,Completed,Low,12827.0,West,Mumbai,Maharashtra,2025-08-18,2025-08-23,Debit Card
2027,3027,Chair v1,Furniture,Chair,3890.84,5215.11,9,46935.99,0.05,11918.43,Completed,High,12567.0,West,Pune,Maharashtra,2025-03-18,2025-03-22,Debit Card
2028,3028,Shoes v1,Clothing,Shoes,1549.67,1731.02,4,6924.08,0.0,725.4,Completed,High,13160.0,East,Patna,Bihar,2025-05-19,2025-05-23,Net Banking
2029,3029,Table v1,Furniture,Table,4130.42,5010.49,4,20041.96,0.05,3520.28,Cancelled,High,11381.0,North,Delhi,Delhi,2025-04-04,2025-04-11,Credit Card
2030,3030,Microwave v1,Home Appliances,Microwave,1518.85,2165.84,1,2165.84,0.2,646.99,Completed,High,11443.0,West,Mumbai,Maharashtra,2025-09-14,2025-09-15,Credit Card
2031,3031,Shoes v1,Clothing,Shoes,2884.1,3946.4,5,19732.0,0.15,5311.5,Cancelled,Medium,11117.0,East,Patna,Bihar,2025-09-16,2025-09-17,Cash
2032,3032,Mobile v1,Electronics,Mobile,1099.34,1304.01,4,5216.04,0.1,818.68,Completed,Medium,13006.0,North,Delhi,Delhi,2026-05-30,2026-06-05,Cash
2033,3033,Sofa v1,Furniture,Sofa,2138.45,2424.01,4,9696.04,0.1,1142.24,Completed,Low,10955.0,West,Pune,Maharashtra,2025-05-12,2025-05-13,Credit Card
2034,3034,Mixer v1,Home Appliances,Mixer,552.11,726.81,5,3634.05,0.2,873.5,Completed,Medium,14307.0,South,Bengaluru,Karnataka,2025-02-05,2025-02-07,UPI
2035,3035,Vacuum v1,Home Appliances,Vacuum,4066.89,4558.99,2,9117.98,0.2,984.2,Completed,Medium,14717.0,West,Ahmedabad,Gujarat,2025-04-21,2025-04-27,Credit Card
2036,3036,Shoes v1,Clothing,Shoes,2267.12,2535.14,7,17745.98,0.15,1876.14,Completed,High,12461.0,South,Bengaluru,Karnataka,2026-05-16,2026-05-17,Cash
2037,3037,Mobile v1,Electronics,Mobile,2784.49,3629.4,10,36294.0,0.0,8449.1,Pending,High,13926.0,South,Hyderabad,Telangana,2026-06-03,2026-06-10,Credit Card
2038,3038,Chair v1,Furniture,Chair,4768.16,5571.95,6,33431.7,0.15,4822.74,Pending,Medium,10628.0,South,Chennai,Tamil Nadu,2025-01-29,2025-02-02,Cash
2039,3039,Printer v1,Office Supplies,Printer,3566.68,4793.11,3,14379.33,0.05,3679.29,Completed,Low,13092.0,South,Chennai,Tamil Nadu,2025-03-19,2025-03-26,Cash
2040,3040,Mixer v1,Home Appliances,Mixer,4864.86,6578.88,1,6578.88,0.1,1714.02,Completed,Medium,10254.0,North,Jaipur,Rajasthan,2026-03-27,2026-04-03,Credit Card
2041,3041,Headphones v1,Electronics,Headphones,211.28,254.68,10,2546.8,0.1,434.0,Pending,High,13252.0,West,Ahmedabad,Gujarat,2026-02-17,2026-02-22,Credit Card
2042,3042,Sofa v1,Furniture,Sofa,2516.45,3482.73,6,20896.38,0.2,5797.68,Completed,Medium,10217.0,North,Delhi,Delhi,2025-01-10,2025-01-17,Net Banking
2043,3043,Pen v1,Office Supplies,Pen,1159.39,1329.79,1,1329.79,0.15,170.4,Completed,Medium,14022.0,South,Bengaluru,Karnataka,2025-12-12,2025-12-17,Credit Card
2044,3044,Microwave v1,Home Appliances,Microwave,1741.76,2402.75,10,24027.5,0.15,6609.9,Completed,Medium,14298.0,South,Chennai,Tamil Nadu,2025-07-10,2025-07-12,Debit Card
2045,3045,Fan v1,Home Appliances,Fan,1650.19,2378.95,4,9515.8,0.2,2915.04,Cancelled,Medium,13448.0,East,Bhubaneswar,Odisha,2025-04-28,2025-05-03,Credit Card
2046,3046,Sofa v1,Furniture,Sofa,2847.89,3254.53,8,26036.24,0.05,3253.12,Completed,Medium,11578.0,West,Pune,Maharashtra,2026-02-10,2026-02-15,Credit Card
2047,3047,Printer v1,Office Supplies,Printer,2642.52,3266.11,5,16330.55,0.2,3117.95,Completed,Medium,13929.0,West,Ahmedabad,Gujarat,2026-03-18,2026-03-24,UPI
2048,3048,Chair v1,Furniture,Chair,617.68,741.1,3,2223.3,0.2,370.26,Completed,High,13274.0,West,Mumbai,Maharashtra,2026-03-29,2026-04-02,UPI
2049,3049,Tablet v1,Electronics,Tablet,1912.37,2161.4,2,4322.8,0.1,498.06,Completed,High,13107.0,East,Kolkata,West Bengal,2025-08-08,2025-08-14,Debit Card
2050,3050,Notebook v1,Office Supplies,Notebook,473.03,606.6,3,1819.8,0.15,400.71,Completed,Low,12727.0,South,Chennai,Tamil Nadu,2025-01-23,2025-01-30,Debit Card
2051,3051,Sofa v1,Furniture,Sofa,2582.13,3008.1,4,12032.4,0.15,1703.88,Pending,Medium,12187.0,South,Chennai,Tamil Nadu,2026-04-08,2026-04-09,Debit Card
2052,3052,Jacket v1,Clothing,Jacket,2110.33,2618.49,1,2618.49,0.05,508.16,Completed,High,10707.0,East,Patna,Bihar,2025-01-08,2025-01-15,Cash
2053,3053,Desk v1,Furniture,Desk,2410.73,2820.98,3,8462.94,0.0,1230.75,Completed,Medium,11702.0,West,Pune,Maharashtra,2026-04-01,2026-04-07,UPI
2054,3054,Fan v1,Home Appliances,Fan,4901.22,6437.58,5,32187.9,0.0,7681.8,Completed,Low,12955.0,West,Mumbai,Maharashtra,2025-03-29,2025-04-02,Debit Card
2055,3055,Laptop v1,Electronics,Laptop,3178.99,4141.87,4,16567.48,0.15,3851.52,Completed,Medium,10128.0,East,Patna,Bihar,2026-04-20,2026-04-21,Net Banking
2056,3056,Shirt v1,Clothing,Shirt,3010.2,3642.13,5,18210.65,0.2,3159.65,Completed,Low,14720.0,East,Kolkata,West Bengal,2026-02-01,2026-02-05,Cash
2057,3057,Shoes v1,Clothing,Shoes,1779.7,2269.51,1,2269.51,0.0,489.81,Completed,Medium,10548.0,South,Chennai,Tamil Nadu,2026-03-01,2026-03-07,Debit Card
2058,3058,Jeans v1,Clothing,Jeans,3403.37,4823.43,4,19293.72,0.2,5680.24,Completed,Medium,11330.0,South,Chennai,Tamil Nadu,2025-08-22,2025-08-29,UPI
2059,3059,Mobile v1,Electronics,Mobile,162.52,211.32,2,422.64,0.05,97.6,Completed,Medium,12768.0,North,Chandigarh,Chandigarh,2025-10-18,2025-10-24,Debit Card
2060,3060,Fan v1,Home Appliances,Fan,3524.37,5053.72,3,15161.16,0.05,4588.05,Pending,Low,12873.0,East,Kolkata,West Bengal,2025-11-17,2025-11-23,Credit Card
2061,3061,Sofa v1,Furniture,Sofa,2720.89,3434.69,6,20608.14,0.15,4282.8,Cancelled,Medium,14545.0,South,Hyderabad,Telangana,2026-05-19,2026-05-24,Debit Card
2062,3062,Printer v1,Office Supplies,Printer,2414.53,3434.84,6,20609.04,0.2,6121.86,Cancelled,Low,10531.0,West,Pune,Maharashtra,2025-05-14,2025-05-20,Net Banking
2063,3063,Fan v1,Home Appliances,Fan,4686.44,5949.15,10,59491.5,0.0,12627.1,Completed,Medium,10977.0,North,Jaipur,Rajasthan,2025-04-29,2025-05-03,UPI
2064,3064,Laptop v1,Electronics,Laptop,2341.64,3301.97,3,9905.91,0.1,2880.99,Pending,Low,14229.0,North,Jaipur,Rajasthan,2026-05-17,2026-05-19,Credit Card
2065,3065,Sofa v1,Furniture,Sofa,2841.88,4056.65,8,32453.2,0.15,9718.16,Completed,Medium,13841.0,West,Ahmedabad,Gujarat,2025-01-05,2025-01-06,Credit Card
2066,3066,Shirt v1,Clothing,Shirt,3779.73,5205.38,9,46848.42,0.0,12830.85,Completed,Medium,11360.0,South,Bengaluru,Karnataka,2025-06-17,2025-06-24,Cash
2067,3067,Notebook v1,Office Supplies,Notebook,2208.85,3224.38,4,12897.52,0.2,4062.12,Completed,Medium,14679.0,South,Hyderabad,Telangana,2025-08-09,2025-08-16,Net Banking
2068,3068,Chair v1,Furniture,Chair,1025.67,1535.29,8,12282.32,0.0,4076.96,Pending,Medium,10383.0,North,Delhi,Delhi,2025-01-22,2025-01-26,Net Banking
2069,3069,Marker v1,Office Supplies,Marker,279.26,393.83,1,393.83,0.2,114.57,Completed,Medium,12237.0,South,Bengaluru,Karnataka,2026-06-12,2026-06-14,Cash
2070,3070,Shoes v1,Clothing,Shoes,962.41,1188.03,1,1188.03,0.15,225.62,Completed,Medium,12204.0,West,Pune,Maharashtra,2025-10-21,2025-10-27,Cash
2071,3071,,Clothing,Jacket,2598.17,3315.17,8,26521.36,0.2,5736.0,Cancelled,High,13905.0,North,Jaipur,Rajasthan,2025-10-05,2025-10-09,Debit Card
2072,3072,Jeans v1,Clothing,Jeans,1010.92,1504.99,7,10534.93,0.2,3458.49,Completed,Low,11776.0,South,Bengaluru,Karnataka,2025-08-20,2025-08-21,Debit Card
2073,3073,Table v1,Furniture,Table,1283.46,1700.98,1,1700.98,0.15,417.52,Completed,Medium,10322.0,West,Mumbai,Maharashtra,2025-09-22,2025-09-29,Credit Card
2074,3074,Table v1,Furniture,Table,3748.7,4557.08,3,13671.24,0.1,2425.14,Completed,Medium,14709.0,West,Ahmedabad,Gujarat,2025-07-24,2025-07-28,Credit Card
2075,3075,Marker v1,Office Supplies,Marker,766.41,954.57,4,3818.28,0.1,752.64,Completed,Low,14365.0,South,Bengaluru,Karnataka,2025-05-13,2025-05-15,Net Banking
2076,3076,Sofa v1,Furniture,Sofa,2536.73,2865.29,6,17191.74,0.2,1971.36,Completed,Low,10290.0,South,Bengaluru,Karnataka,2025-08-01,2025-08-02,UPI
2077,3077,Tablet v1,Electronics,Tablet,1117.32,1643.6,1,1643.6,0.05,526.28,Pending,Medium,12189.0,South,Hyderabad,Telangana,2026-04-02,2026-04-03,Net Banking
2078,3078,Microwave v1,Home Appliances,Microwave,2053.26,2863.72,2,5727.44,0.05,1620.92,Completed,Medium,13989.0,East,Bhubaneswar,Odisha,2026-01-04,2026-01-10,Cash
2079,3079,Tablet v1,Electronics,Tablet,4752.44,6211.99,7,43483.93,0.2,10216.85,Completed,Medium,13164.0,North,Chandigarh,Chandigarh,2025-01-17,2025-01-23,Credit Card
2080,3080,Tablet v1,Electronics,Tablet,3513.97,4941.34,8,39530.72,0.2,11418.96,Completed,Low,12371.0,West,Pune,Maharashtra,2025-06-11,2025-06-15,Credit Card
2081,3081,Vacuum v1,Home Appliances,Vacuum,1100.47,1514.93,3,4544.79,0.2,1243.38,Completed,Medium,14688.0,East,Patna,Bihar,2025-08-07,2025-08-13,Net Banking
2082,3082,Desk v1,Furniture,Desk,1924.24,2226.56,2,4453.12,0.2,604.64,Completed,Medium,14765.0,North,Jaipur,Rajasthan,2026-06-07,2026-06-10,UPI
2083,3083,Laptop v1,Electronics,Laptop,2041.0,2542.03,9,22878.27,0.15,4509.27,Completed,High,13750.0,East,Kolkata,West Bengal,2025-02-07,2025-02-11,Debit Card
2084,3084,Vacuum v1,Home Appliances,Vacuum,2841.62,3441.97,10,34419.7,0.0,6003.5,Pending,Medium,14324.0,South,Bengaluru,Karnataka,2025-01-01,2025-01-03,Credit Card
2085,3085,Tablet v1,Electronics,Tablet,3820.93,4428.1,8,35424.8,0.1,4857.36,Completed,Low,13397.0,East,Patna,Bihar,2025-07-30,2025-08-04,Debit Card
2086,3086,Laptop v1,Electronics,Laptop,3960.59,4668.34,6,28010.04,0.15,4246.5,Completed,High,10611.0,East,Bhubaneswar,Odisha,2026-01-12,2026-01-14,UPI
2087,3087,Laptop v1,Electronics,Laptop,1962.83,2393.12,3,7179.36,0.1,1290.87,Completed,Low,13779.0,West,Mumbai,Maharashtra,2026-02-04,2026-02-10,Credit Card
2088,3088,Shoes v1,Clothing,Shoes,1147.75,1711.13,7,11977.91,0.15,3943.66,Completed,Medium,10787.0,East,Patna,Bihar,2025-01-06,2025-01-13,Cash
2089,3089,Notebook v1,Office Supplies,Notebook,4883.2,6766.4,7,47364.8,0.1,13182.4,Completed,Medium,13665.0,West,Mumbai,Maharashtra,2025-11-08,2025-11-15,Cash
2090,3090,Fan v1,Home Appliances,Fan,4703.28,5131.82,7,35922.74,0.0,2999.78,Completed,Low,11621.0,East,Patna,Bihar,2025-01-24,2025-01-29,Debit Card
2091,3091,Mixer v1,Home Appliances,Mixer,1815.34,2307.08,4,9228.32,0.1,1966.96,Completed,Medium,14708.0,North,Chandigarh,Chandigarh,2026-03-05,2026-03-09,Credit Card
2092,3092,Vacuum v1,Home Appliances,Vacuum,3877.87,5628.1,6,33768.6,0.05,10501.38,Completed,Low,10246.0,North,Jaipur,Rajasthan,2026-05-29,2026-06-03,Net Banking
2093,3093,Sofa v1,Furniture,Sofa,2301.86,2510.77,9,22596.93,0.2,1880.19,Completed,Medium,13646.0,East,Patna,Bihar,2026-05-30,2026-06-01,Cash
2094,3094,Fan v1,Home Appliances,Fan,298.83,334.98,6,2009.88,0.0,216.9,Completed,Medium,10370.0,South,Hyderabad,Telangana,2025-06-03,2025-06-05,Debit Card
2095,3095,Pen v1,Office Supplies,Pen,1561.03,2253.64,6,13521.84,0.1,4155.66,Pending,Medium,12704.0,East,Kolkata,West Bengal,2026-02-20,2026-02-25,Cash
2096,3096,,Electronics,Laptop,125.03,162.0,4,648.0,0.1,147.88,Completed,Low,12382.0,West,Mumbai,Maharashtra,2025-11-14,2025-11-18,Credit Card
2097,3097,Marker v1,Office Supplies,Marker,1453.4,1807.51,10,18075.1,0.0,3541.1,Completed,Low,10665.0,East,Bhubaneswar,Odisha,2025-03-25,2025-03-29,Credit Card
2098,3098,Vacuum v1,Home Appliances,Vacuum,2801.12,3456.44,9,31107.96,0.0,5897.88,Completed,Medium,12480.0,East,Bhubaneswar,Odisha,2025-02-15,2025-02-16,Credit Card
2099,3099,Vacuum v1,Home Appliances,Vacuum,592.04,681.17,6,4087.02,0.1,534.78,Pending,High,10213.0,West,Mumbai,Maharashtra,2025-01-01,2025-01-08,Net Banking
2100,3100,Mobile v1,Electronics,Mobile,1003.36,1186.41,6,7118.46,0.15,1098.3,Completed,Low,10759.0,North,Delhi,Delhi,2025-04-07,2025-04-12,UPI
2101,3101,Fan v1,Home Appliances,Fan,4575.4,6091.97,6,36551.82,0.0,9099.42,Completed,Medium,10990.0,North,Delhi,Delhi,2025-12-31,2026-01-03,Net Banking
2102,3102,Marker v1,Office Supplies,Marker,2222.19,2993.55,2,5987.1,0.15,1542.72,Completed,Low,10094.0,North,Jaipur,Rajasthan,2025-01-08,2025-01-13,Credit Card
2103,3103,Fan v1,Home Appliances,Fan,4600.2,6283.4,10,62834.0,0.15,16832.0,Completed,High,14842.0,North,Chandigarh,Chandigarh,2025-03-27,2025-03-29,Net Banking
2104,3104,Jeans v1,Clothing,Jeans,2856.43,4210.11,5,21050.55,0.0,6768.4,Cancelled,Medium,11747.0,South,Bengaluru,Karnataka,2025-02-23,2025-03-02,Debit Card
2105,3105,Fan v1,Home Appliances,Fan,3610.11,4204.69,1,4204.69,0.15,594.58,Cancelled,Low,10560.0,West,Mumbai,Maharashtra,2026-02-14,2026-02-15,Credit Card
2106,3106,Laptop v1,Electronics,Laptop,3000.35,4271.22,2,8542.44,0.15,2541.74,Completed,Low,10765.0,North,Chandigarh,Chandigarh,2025-11-22,2025-11-26,UPI
2107,3107,Mixer v1,Home Appliances,Mixer,3676.34,5288.66,4,21154.64,0.2,6449.28,Pending,Medium,10486.0,North,Jaipur,Rajasthan,2025-08-15,2025-08-17,Cash
2108,3108,Microwave v1,Home Appliances,Microwave,3961.35,4553.66,5,22768.3,0.1,2961.55,Pending,Low,14137.0,North,Chandigarh,Chandigarh,2026-03-17,2026-03-22,Net Banking
2109,3109,Notebook v1,Office Supplies,Notebook,337.17,397.76,1,397.76,0.1,60.59,Completed,Medium,10534.0,West,Pune,Maharashtra,2025-06-17,2025-06-18,Net Banking
2110,3110,Headphones v1,Electronics,Headphones,4712.98,6836.09,1,6836.09,0.1,2123.11,Completed,Medium,13335.0,East,Kolkata,West Bengal,2025-09-19,2025-09-25,Cash
2111,3111,Tablet v1,Electronics,Tablet,4219.82,4949.55,10,49495.5,0.1,7297.3,Completed,Medium,14637.0,North,Jaipur,Rajasthan,2025-09-27,2025-09-30,Debit Card
2112,3112,Mixer v1,Home Appliances,Mixer,3492.32,4384.71,6,26308.26,0.15,5354.34,Completed,Low,14568.0,West,Mumbai,Maharashtra,2026-03-19,2026-03-24,Net Banking
2113,3113,Headphones v1,Electronics,Headphones,3081.1,3615.3,5,18076.5,0.05,2671.0,Completed,Low,12942.0,East,Kolkata,West Bengal,2025-01-17,2025-01-20,Credit Card
2114,3114,Jeans v1,Clothing,Jeans,2090.56,2562.48,2,5124.96,0.2,943.84,Cancelled,Medium,10368.0,East,Bhubaneswar,Odisha,2025-12-20,2025-12-22,Net Banking
2115,3115,Notebook v1,Office Supplies,Notebook,3394.25,4137.24,9,37235.16,0.1,6686.91,Cancelled,High,13174.0,West,Ahmedabad,Gujarat,2025-01-15,2025-01-17,Cash
