order_id,product_id,new_name,category,price,final_price,status,user_id
1062,2062,Headphones v1,Electronics,437.19,479.97679999999997,Completed,10666.0
1063,2063,Mobile v1,Electronics,502.25,441.70939999999996,Completed,12633.0
1064,2064,Vacuum v1,Home Appliances,1108.14,948.5784,Completed,14058.0
1068,2068,Microwave v1,Home Appliances,904.53,769.1712,Completed,13832.0
1069,2069,Notebook v1,Office Supplies,1497.27,1647.9053999999999,Completed,11154.0
1070,2070,Jacket v1,Clothing,3139.27,2729.9536,Completed,10888.0
1071,2071,Desk v1,Furniture,5599.62,4939.9402,Completed,11585.0
1072,2072,Marker v1,Office Supplies,5016.6,5128.5868,Completed,14222.0
1074,2074,Microwave v1,Home Appliances,4689.53,4538.551399999999,Completed,11835.0
1075,2075,Tablet v1,Electronics,4269.72,4088.7708,Completed,11428.0
1076,2076,Mixer v1,Home Appliances,2921.89,2604.0357999999997,Completed,11040.0
1077,2077,Sofa v1,Furniture,6505.45,5721.1356,Completed,14995.0
1081,2081,Tablet v1,Electronics,4396.4,4325.4906,Completed,11023.0
1084,2084,Pen v1,Office Supplies,1206.37,1087.5234,Completed,11821.0
1086,2086,Jeans v1,Clothing,2131.92,1890.8674,Completed,10928.0
1087,2087,Microwave v1,Home Appliances,632.99,615.311,Completed,12406.0
1088,2088,Jeans v1,Clothing,5418.16,4326.3756,Completed,12600.0
1089,2089,Shirt v1,Clothing,1184.29,1143.2902,Completed,14600.0
1093,2093,Shirt v1,Clothing,4730.77,5220.556,Completed,11902.0
1094,2094,Jacket v1,Clothing,153.13,150.2022,Completed,13488.0
1095,2095,Vacuum v1,Home Appliances,4306.76,3702.6276,Completed,13679.0
1096,2096,Chair v1,Furniture,6338.77,5009.3596,Completed,10571.0
1097,2097,Desk v1,Furniture,1204.59,1275.4502,Completed,13090.0
1098,2098,Desk v1,Furniture,245.88,258.066,Completed,10714.0
1100,2100,Pen v1,Office Supplies,519.03,425.0006,Completed,10519.0
1101,2101,Microwave v1,Home Appliances,1109.5,1169.1086,Completed,13375.0
1102,2102,Tablet v1,Electronics,3235.89,3301.9114,Completed,12004.0
1103,2103,Shoes v1,Clothing,4594.85,4308.710999999999,Completed,13221.0
1104,2104,Vacuum v1,Home Appliances,5916.95,5282.895399999999,Completed,14678.0
1106,2106,Notebook v1,Office Supplies,304.44,335.73359999999997,Completed,14125.0
1107,2107,Fan v1,Home Appliances,3956.57,3803.6002,Completed,12279.0
1111,2111,Mobile v1,Electronics,803.1,769.6904,Completed,10262.0
1113,2113,Laptop v1,Electronics,697.67,698.855,Completed,12762.0
1114,2114,Shoes v1,Clothing,5548.75,4974.8328,Completed,10541.0
1115,2115,Fan v1,Home Appliances,4203.4,3491.5609999999997,Completed,11163.0
1116,2116,Printer v1,Office Supplies,4955.11,5011.5544,Completed,13948.0
1118,2118,,Clothing,5643.94,4904.1508,Completed,12046.0
1119,2119,Vacuum v1,Home Appliances,5320.59,5281.573799999999,Completed,12852.0
1121,2121,,Home Appliances,2861.42,2422.9294,Completed,14230.0
1122,2122,Notebook v1,Office Supplies,342.6,294.2448,Completed,11602.0
1123,2123,Shirt v1,Clothing,2409.42,2205.9982,Completed,13282.0
1126,2126,Mobile v1,Electronics,2575.65,2448.0516,Completed,10556.0
1127,2127,Shirt v1,Clothing,4347.71,3905.8118,Completed,14612.0
1129,2129,Vacuum v1,Home Appliances,527.4,494.51439999999997,Completed,14940.0
1130,2130,Desk v1,Furniture,6046.4,5625.626399999999,Completed,11428.0
1132,2132,Chair v1,Furniture,413.88,435.5616,Completed,14471.0
1133,2133,Vacuum v1,Home Appliances,636.44,600.7969999999999,Completed,14815.0
1135,2135,Notebook v1,Office Supplies,4758.3,4812.2288,Completed,13878.0
1136,2136,Tablet v1,Electronics,5195.18,4538.9762,Completed,14837.0
1137,2137,Sofa v1,Furniture,6382.4,5571.9836000000005,Completed,14824.0
1138,2138,Notebook v1,Office Supplies,459.28,372.52599999999995,Completed,14532.0
1139,2139,Vacuum v1,Home Appliances,4686.18,3818.4681999999993,Completed,14480.0
1141,2141,Jeans v1,Clothing,7175.5,5713.017199999999,Completed,14111.0
1142,2142,Pen v1,Office Supplies,3625.8,3446.9923999999996,Completed,10606.0
1143,2143,Jeans v1,Clothing,2420.42,2473.4687999999996,Completed,11529.0
1144,2144,Printer v1,Office Supplies,2761.51,2201.3489999999997,Completed,11021.0
1145,2145,Shirt v1,Clothing,5350.27,5004.5334,Completed,12120.0
1146,2146,Headphones v1,Electronics,952.68,959.045,Completed,10857.0
1149,2149,Shirt v1,Clothing,658.49,572.5006,Completed,13451.0
1150,2150,Fan v1,Home Appliances,3707.42,3584.2736,Completed,14690.0
1151,2151,Tablet v1,Electronics,4040.57,4063.684,Completed,14076.0
1152,2152,Shoes v1,Clothing,4578.11,4490.726,Completed,12528.0
1153,2153,Headphones v1,Electronics,5229.41,5073.386399999999,Completed,11510.0
1155,2155,Printer v1,Office Supplies,5095.26,4534.3387999999995,Completed,11449.0
1156,2156,Shoes v1,Clothing,5704.21,4515.1756,Completed,14230.0
1157,2157,Laptop v1,Electronics,6775.37,5499.449,Completed,13347.0
1159,2159,Fan v1,Home Appliances,7262.88,5804.0306,Completed,14567.0
1160,2160,Mobile v1,Electronics,1940.87,1884.4245999999998,Completed,11613.0
1162,2162,Chair v1,Furniture,4840.73,4247.5988,Completed,10342.0
1163,2163,Jeans v1,Clothing,5370.85,5285.9162,Completed,10851.0
1165,2165,Pen v1,Office Supplies,4330.23,4652.6928,Completed,14397.0
1166,2166,Vacuum v1,Home Appliances,3604.02,3580.5566,Completed,13927.0
1167,2167,Mobile v1,Electronics,1566.03,1578.722,Completed,13683.0
1168,2168,Vacuum v1,Home Appliances,5163.93,5437.1568,Completed,14217.0
1169,2169,Mobile v1,Electronics,1137.05,1188.3308,Completed,14277.0
1170,2170,Vacuum v1,Home Appliances,168.47,182.782,Completed,10762.0
1171,2171,Chair v1,Furniture,2039.29,1715.9324,Completed,12535.0
1172,2172,Mobile v1,Electronics,4112.14,4588.028799999999,Completed,12286.0
1174,2174,Laptop v1,Electronics,5250.07,4788.4872,Completed,13846.0
1175,2175,Marker v1,Office Supplies,3433.76,3321.0037999999995,Completed,13182.0
1176,2176,Mixer v1,Home Appliances,6702.96,5871.125399999999,Completed,10251.0
1177,2177,Vacuum v1,Home Appliances,4044.12,4126.165,Completed,12937.0
1180,2180,Headphones v1,Electronics,1577.83,1657.5814,Completed,14814.0
1181,2181,Jacket v1,Clothing,4985.75,4878.3678,Completed,10372.0
1182,2182,Table v1,Furniture,3788.63,4224.99,Completed,12804.0
1185,2185,Mobile v1,Electronics,4419.36,3647.439,Completed,13502.0
1188,2188,Fan v1,Home Appliances,4762.9,4546.9648,Completed,13885.0
1189,2189,Tablet v1,Electronics,1193.39,1006.8585999999999,Completed,11501.0
1190,2190,Printer v1,Office Supplies,4885.81,5156.186999999999,Completed,12237.0
1192,2192,Pen v1,Office Supplies,2171.54,2049.1407999999997,Completed,12950.0
1193,2193,Desk v1,Furniture,392.43,314.6706,Completed,12536.0
1194,2194,Mobile v1,Electronics,5149.48,5561.1984,Completed,12417.0
1195,2195,Chair v1,Furniture,4600.19,3708.5157999999997,Completed,11452.0
1196,2196,Fan v1,Home Appliances,1081.66,1031.0249999999999,Completed,12763.0
1197,2197,Shoes v1,Clothing,2403.13,2650.87,Completed,11567.0
1198,2198,Shirt v1,Clothing,4080.73,4460.2584,Completed,11772.0
1199,2199,Mobile v1,Electronics,763.72,846.8623999999999,Completed,12329.0
1200,2200,Jeans v1,Clothing,4434.24,4512.1194,Completed,10375.0
1201,2201,Mixer v1,Home Appliances,4273.8,3420.6429999999996,Completed,13170.0
1203,2203,Marker v1,Office Supplies,1830.62,2050.191,Completed,14041.0
1204,2204,Shirt v1,Clothing,1769.01,1591.0884,Completed,11814.0
1206,2206,Pen v1,Office Supplies,5465.65,5480.9112,Completed,14609.0
1207,2207,Laptop v1,Electronics,985.96,1086.4142,Completed,10070.0
1209,2209,Pen v1,Office Supplies,5501.57,4716.2004,Completed,11020.0
1210,2210,Headphones v1,Electronics,2937.7,3027.113,Completed,14822.0
1212,2212,Vacuum v1,Home Appliances,2154.2,1714.4692,Completed,11132.0
1213,2213,Table v1,Furniture,6917.61,5475.7192,Completed,10727.0
1214,2214,Mixer v1,Home Appliances,7213.2,5749.314,Completed,10084.0
1215,2215,Tablet v1,Electronics,4741.78,5046.4352,Completed,11042.0
1216,2216,Mixer v1,Home Appliances,5479.26,5242.799,Completed,10471.0
1217,2217,Printer v1,Office Supplies,736.53,672.8005999999999,Completed,11327.0
1218,2218,Printer v1,Office Supplies,443.0,354.354,Completed,10239.0
1219,2219,Vacuum v1,Home Appliances,911.7,990.1379999999999,Completed,10115.0
1220,2220,Marker v1,Office Supplies,1529.16,1470.221,Completed,13226.0
1221,2221,Shirt v1,Clothing,2297.69,2381.7473999999997,Completed,11841.0
1222,2222,Pen v1,Office Supplies,2475.72,2346.0406,Completed,12095.0
1223,2223,Fan v1,Home Appliances,1140.63,992.852,Completed,10804.0
1224,2224,Headphones v1,Electronics,1304.64,1280.2528,Completed,11530.0
1225,2225,Jeans v1,Clothing,1389.69,1510.8011999999999,Completed,10230.0
1230,2230,Microwave v1,Home Appliances,6677.23,5558.625999999999,Completed,10458.0
1232,2232,Desk v1,Furniture,2134.72,1733.2547999999997,Completed,12188.0
1233,2233,Desk v1,Furniture,3792.04,3176.8904,Completed,13711.0
1235,2235,Mobile v1,Electronics,3353.15,2915.5912,Completed,12620.0
1236,2236,Jeans v1,Clothing,4944.99,4530.0318,Completed,11626.0
1238,2238,,Furniture,4519.89,3818.1142,Completed,14943.0
1239,2239,Jeans v1,Clothing,2367.71,2565.0957999999996,Completed,10751.0
1240,2240,Vacuum v1,Home Appliances,5770.35,4783.6492,Completed,10116.0
1245,2245,Tablet v1,Electronics,4820.0,5255.189,Completed,10470.0
1246,2246,Shoes v1,Clothing,5172.7,4341.7392,Completed,14659.0
1247,2247,Printer v1,Office Supplies,4206.1,3391.9218,Completed,10139.0
1251,2251,Sofa v1,Furniture,4836.01,4539.1532,Completed,14463.0
1252,2252,Jeans v1,Clothing,767.1,648.1857999999999,Completed,14199.0
1253,2253,Chair v1,Furniture,3591.16,3506.7948,Completed,13098.0
1254,2254,Notebook v1,Office Supplies,1169.78,929.0966,Completed,14463.0
1255,2255,Printer v1,Office Supplies,5015.88,4837.3628,Completed,12709.0
1256,2256,Chair v1,Furniture,3807.97,3385.1014,Completed,14633.0
1257,2257,Tablet v1,Electronics,168.96,164.0082,Completed,13388.0
1260,2260,Jeans v1,Clothing,1791.74,1643.2561999999998,Completed,10392.0
1261,2261,Fan v1,Home Appliances,1296.22,1029.786,Completed,11420.0
1262,2262,,Clothing,4421.3,4221.804,Completed,11030.0
1265,2265,Fan v1,Home Appliances,4310.92,4140.9032,Completed,14441.0
1266,2266,Pen v1,Office Supplies,4896.78,5078.814399999999,Completed,13331.0
1270,2270,Table v1,Furniture,5687.2,5850.8884,Completed,11617.0
1271,2271,Printer v1,Office Supplies,4782.99,5066.8256,Completed,12583.0
1273,2273,Fan v1,Home Appliances,6679.76,5590.9462,Completed,11336.0
1275,2275,Shirt v1,Clothing,3727.9,3817.4298,Completed,11216.0
1276,2276,Tablet v1,Electronics,4489.93,4502.1956,Completed,13977.0
1278,2278,Headphones v1,Electronics,1628.77,1802.5797999999998,Completed,10849.0
1279,2279,Shirt v1,Clothing,1053.85,1116.339,Completed,11805.0
1280,2280,Chair v1,Furniture,2324.84,2297.1414,Completed,11576.0
1282,2282,Laptop v1,Electronics,3791.23,3667.2748,Completed,12566.0
1283,2283,Marker v1,Office Supplies,6256.42,5597.1884,Completed,11516.0
1284,2284,Microwave v1,Home Appliances,608.35,583.7578,Completed,14953.0
1285,2285,Fan v1,Home Appliances,2418.62,1983.1552,Completed,14845.0
1286,2286,Sofa v1,Furniture,2989.29,2480.5606,Completed,13089.0
1287,2287,Shirt v1,Clothing,4195.23,4303.3066,Completed,14702.0
1288,2288,Desk v1,Furniture,4787.43,4640.1612,Completed,13052.0
1291,2291,Vacuum v1,Home Appliances,1754.78,1830.5929999999998,Completed,11187.0
1292,2292,Jeans v1,Clothing,1730.3,1372.4579999999999,Completed,10917.0
1293,2293,Fan v1,Home Appliances,1211.89,1048.2294,Completed,11797.0
1294,2294,Mobile v1,Electronics,6499.83,5531.3798,Completed,13245.0
1295,2295,Jeans v1,Clothing,5262.77,4221.9692,Completed,11401.0
1297,2297,Marker v1,Office Supplies,1924.55,2062.0382,Completed,13727.0
1298,2298,Laptop v1,Electronics,2889.56,3042.7715999999996,Completed,14429.0
1300,2300,Chair v1,Furniture,4743.7,4820.0286,Completed,14971.0
1301,2301,Shoes v1,Clothing,4219.66,4123.651599999999,Completed,11235.0
1302,2302,Pen v1,Office Supplies,4631.71,4913.7796,Completed,14156.0
1303,2303,Shoes v1,Clothing,5385.88,4386.119,Completed,12197.0
1304,2304,Headphones v1,Electronics,216.46,242.8558,Completed,14080.0
1305,2305,Shirt v1,Clothing,5767.1,4755.0696,Completed,12368.0
1309,2309,Vacuum v1,Home Appliances,6462.17,5870.1813999999995,Completed,13663.0
1312,2312,Printer v1,Office Supplies,1802.38,1453.2171999999998,Completed,14877.0
1313,2313,Vacuum v1,Home Appliances,1680.41,1857.7093999999997,Completed,12820.0
1315,2315,Jacket v1,Clothing,2525.96,2645.1587999999997,Completed,10051.0
1317,2317,Desk v1,Furniture,1215.28,1026.0808,Completed,12839.0
1318,2318,Fan v1,Home Appliances,4701.56,4984.6975999999995,Completed,14116.0
1319,2319,Mobile v1,Electronics,3541.31,3583.0699999999997,Completed,11887.0
1320,2320,Fan v1,Home Appliances,896.25,806.53,Completed,12371.0
1321,2321,Mixer v1,Home Appliances,816.89,839.6644,Completed,14270.0
1322,2322,Microwave v1,Home Appliances,5054.46,4711.2444,Completed,14546.0
1323,2323,Shoes v1,Clothing,1367.68,1347.8668,Completed,10832.0
1325,2325,Fan v1,Home Appliances,4659.85,4708.141,Completed,10303.0
1326,2326,Laptop v1,Electronics,616.47,668.4464,Completed,12356.0
1328,2328,Laptop v1,Electronics,2968.61,2668.4873999999995,Completed,11128.0
1329,2329,Headphones v1,Electronics,4866.46,4458.04,Completed,12179.0
1330,2330,Notebook v1,Office Supplies,4891.42,4316.428199999999,Completed,13559.0
1331,2331,Mixer v1,Home Appliances,4238.77,3450.9572,Completed,10864.0
1333,2333,Notebook v1,Office Supplies,4101.59,3446.544,Completed,14364.0
1334,2334,Shirt v1,Clothing,2865.54,2584.554,Completed,14115.0
1335,2335,Sofa v1,Furniture,531.69,520.8874,Completed,13294.0
1336,2336,Pen v1,Office Supplies,1708.03,1517.2086,Completed,13525.0
1337,2337,Shoes v1,Clothing,3871.81,3499.2192,Completed,13112.0
1338,2338,Microwave v1,Home Appliances,1052.45,1168.6484,Completed,13099.0
1340,2340,,Office Supplies,5142.64,5688.0012,Completed,14018.0
1341,2341,Chair v1,Furniture,1605.2,1616.482,Completed,12597.0
1343,2343,Jacket v1,Clothing,1797.17,1489.0774,Completed,14022.0
1344,2344,Mixer v1,Home Appliances,5977.99,4969.924,Completed,14839.0
1345,2345,Marker v1,Office Supplies,1374.8,1404.1764,Completed,10115.0
1347,2347,Desk v1,Furniture,363.8,319.50859999999994,Completed,12200.0
1349,2349,Shoes v1,Clothing,4785.39,4339.957399999999,Completed,14705.0
1350,2350,Desk v1,Furniture,2028.67,1650.3125999999997,Completed,10884.0
1352,2352,Sofa v1,Furniture,998.8,901.7087999999999,Completed,12777.0
1353,2353,Table v1,Furniture,4603.82,4735.104,Completed,10284.0
1356,2356,Jeans v1,Clothing,1082.25,951.906,Completed,11759.0
1357,2357,Fan v1,Home Appliances,5825.1,4878.2734,Completed,10186.0
1358,2358,Desk v1,Furniture,612.91,574.2116,Completed,11098.0
1360,2360,Vacuum v1,Home Appliances,3971.19,3332.8037999999997,Completed,13798.0
1361,2361,Printer v1,Office Supplies,4703.47,4449.8862,Completed,10267.0
1362,2362,Mobile v1,Electronics,5172.81,4379.2042,Completed,11617.0
1363,2363,Shoes v1,Clothing,1004.45,1029.9394,Completed,13537.0
1365,2365,Pen v1,Office Supplies,158.57,145.91879999999998,Completed,12066.0
1366,2366,Pen v1,Office Supplies,3945.66,4081.62,Completed,10367.0
1367,2367,Vacuum v1,Home Appliances,2140.51,2364.3541999999998,Completed,11796.0
1368,2368,Mobile v1,Electronics,731.11,652.6462,Completed,11160.0
1369,2369,Shirt v1,Clothing,1528.22,1294.3656,Completed,13658.0
1370,2370,Shoes v1,Clothing,887.81,975.2936,Completed,10132.0
1374,2374,Headphones v1,Electronics,461.21,438.21659999999997,Completed,14601.0
1375,2375,Desk v1,Furniture,2012.51,2146.597,Completed,14078.0
1376,2376,Shoes v1,Clothing,4806.79,3905.7409999999995,Completed,12457.0
1379,2379,Shoes v1,Clothing,1575.4,1714.186,Completed,14472.0
1381,2381,Table v1,Furniture,1909.81,1896.5431999999998,Completed,11236.0
1382,2382,Table v1,Furniture,4177.75,4660.6578,Completed,10721.0
1383,2383,Mixer v1,Home Appliances,1895.85,1558.1663999999998,Completed,12764.0
1384,2384,Tablet v1,Electronics,263.32,252.14239999999998,Completed,10806.0
1385,2385,Jeans v1,Clothing,4570.29,4756.013599999999,Completed,12548.0
1386,2386,Pen v1,Office Supplies,5304.06,4338.7537999999995,Completed,11337.0
1387,2387,Mixer v1,Home Appliances,4319.25,4787.4724,Completed,10957.0
1388,2388,Vacuum v1,Home Appliances,819.29,724.8976,Completed,10418.0
1389,2389,Fan v1,Home Appliances,3449.85,3753.0607999999997,Completed,14343.0
1390,2390,Notebook v1,Office Supplies,5170.88,4624.4318,Completed,13404.0
1391,2391,Pen v1,Office Supplies,4938.97,4031.529,Completed,14018.0
1392,2392,Marker v1,Office Supplies,1169.74,1170.6779999999999,Completed,12883.0
1393,2393,Jeans v1,Clothing,6519.92,5184.9908000000005,Completed,10312.0
1395,2395,,Electronics,820.73,785.4787999999999,Completed,10037.0
1396,2396,Jeans v1,Clothing,4829.06,4181.684,Completed,11122.0
1397,2397,Shirt v1,Clothing,4405.69,4797.7738,Completed,11208.0
1398,2398,,Office Supplies,4606.17,4709.9936,Completed,14506.0
1399,2399,Marker v1,Office Supplies,3553.27,2954.5548,Completed,13871.0
1400,2400,Chair v1,Furniture,1876.35,2023.2634,Completed,14611.0
1401,2401,Vacuum v1,Home Appliances,3914.62,4364.0176,Completed,13030.0
1402,2402,Headphones v1,Electronics,2540.12,2781.7201999999997,Completed,13148.0
1403,2403,Notebook v1,Office Supplies,2952.09,2931.9577999999997,Completed,11522.0
1404,2404,Pen v1,Office Supplies,1007.96,1054.6722,Completed,11209.0
1406,2406,Marker v1,Office Supplies,1028.24,918.0164,Completed,14129.0
1408,2408,Pen v1,Office Supplies,744.11,602.5788,Completed,10073.0
1409,2409,Marker v1,Office Supplies,2051.0,2078.098,Completed,14317.0
1410,2410,Pen v1,Office Supplies,4019.31,4201.0596,Completed,10615.0
1411,2411,Headphones v1,Electronics,1268.33,1068.4546,Completed,12368.0
1414,2414,Pen v1,Office Supplies,6047.49,5253.4072,Completed,11514.0
1415,2415,Chair v1,Furniture,4009.67,3374.4341999999997,Completed,11822.0
1416,2416,Laptop v1,Electronics,5203.51,4330.352199999999,Completed,14945.0
1418,2418,Printer v1,Office Supplies,5622.34,5107.9368,Completed,14008.0
1420,2420,Mixer v1,Home Appliances,5654.15,4579.6626,Completed,12123.0
1422,2422,Laptop v1,Electronics,2347.87,2017.741,Completed,14132.0
1423,2423,Desk v1,Furniture,1791.46,1821.0467999999998,Completed,10060.0
1424,2424,Laptop v1,Electronics,785.51,641.0704,Completed,14903.0
1425,2425,,Electronics,2240.66,2439.4022,Completed,11312.0
1426,2426,Laptop v1,Electronics,4434.84,3715.1828,Completed,13657.0
1427,2427,Sofa v1,Furniture,2242.72,1959.5788,Completed,10843.0
1428,2428,Pen v1,Office Supplies,3249.73,3419.994,Completed,11126.0
1430,2430,Pen v1,Office Supplies,3395.18,3618.8004,Completed,14111.0
1431,2431,Mixer v1,Home Appliances,4893.39,5481.7962,Completed,13535.0
1432,2432,Sofa v1,Furniture,2461.96,2187.779,Completed,14448.0
1433,2433,,Home Appliances,4096.05,3248.8704000000002,Completed,13314.0
1434,2434,Microwave v1,Home Appliances,6654.42,5460.4382,Completed,14798.0
1436,2436,Laptop v1,Electronics,5030.18,5449.3344,Completed,10094.0
1437,2437,Laptop v1,Electronics,148.11,119.42779999999999,Completed,11591.0
1438,2438,Mixer v1,Home Appliances,5006.19,4513.8186,Completed,11456.0
1439,2439,Sofa v1,Furniture,488.64,388.46779999999995,Completed,10306.0
1440,2440,Headphones v1,Electronics,2314.37,2378.3136,Completed,14690.0
1441,2441,Pen v1,Office Supplies,963.31,761.6782,Completed,12122.0
1442,2442,Headphones v1,Electronics,5318.99,5321.387,Completed,13850.0
1443,2443,Pen v1,Office Supplies,2039.04,1808.1847999999998,Completed,10570.0
1445,2445,Shoes v1,Clothing,3129.46,3014.6876,Completed,12941.0
1446,2446,,Office Supplies,2723.77,2821.7221999999997,Completed,10100.0
1447,2447,Shoes v1,Clothing,754.06,646.2978,Completed,10267.0
1448,2448,Tablet v1,Electronics,4437.85,3790.1009999999997,Completed,14281.0
1452,2452,Chair v1,Furniture,4397.94,3845.1479999999997,Completed,10986.0
1453,2453,Fan v1,Home Appliances,229.32,211.34980000000002,Completed,11787.0
1455,2455,Tablet v1,Electronics,5667.15,4908.0212,Completed,10637.0
1456,2456,Desk v1,Furniture,2326.18,2443.6265999999996,Completed,14754.0
1457,2457,Microwave v1,Home Appliances,3533.27,3366.6344,Completed,10741.0
1459,2459,Tablet v1,Electronics,3828.26,3647.8873999999996,Completed,12786.0
1461,2461,Headphones v1,Electronics,4540.7,5090.708799999999,Completed,10934.0
1462,2462,Headphones v1,Electronics,6209.83,5443.269199999999,Completed,11637.0
1463,2463,Sofa v1,Furniture,2450.36,2698.3178,Completed,10538.0
1464,2464,Microwave v1,Home Appliances,5060.11,4989.0282,Completed,14230.0
1465,2465,Shirt v1,Clothing,3404.99,3239.336,Completed,10903.0
1467,2467,Jacket v1,Clothing,525.34,587.6282,Completed,13064.0
1469,2469,Sofa v1,Furniture,6149.68,5000.6748,Completed,11822.0
1470,2470,Printer v1,Office Supplies,208.35,212.0578,Completed,11204.0
1471,2471,Fan v1,Home Appliances,2304.51,2431.1776,Completed,10315.0
1472,2472,Printer v1,Office Supplies,2292.38,2273.7184,Completed,10414.0
1475,2475,Laptop v1,Electronics,1216.14,1116.3626,Completed,12682.0
1476,2476,Desk v1,Furniture,354.26,287.58959999999996,Completed,13821.0
1477,2477,Jeans v1,Clothing,4801.07,4345.1612,Completed,11673.0
1478,2478,,Office Supplies,3865.5,3661.7759999999994,Completed,11110.0
1480,2480,Mixer v1,Home Appliances,3927.04,3205.2929999999997,Completed,10023.0
1481,2481,Shoes v1,Clothing,6139.06,5410.5596,Completed,12518.0
1482,2482,Sofa v1,Furniture,617.13,678.4646,Completed,11390.0
1483,2483,Microwave v1,Home Appliances,4995.4,4136.549,Completed,11625.0
1490,2490,Headphones v1,Electronics,2263.6,2383.0571999999997,Completed,13583.0
1491,2491,Desk v1,Furniture,3863.09,3615.5436,Completed,10438.0
1492,2492,Vacuum v1,Home Appliances,1377.47,1090.4615999999999,Completed,12312.0
1493,2493,Marker v1,Office Supplies,2046.26,2056.622,Completed,11336.0
1497,2497,Sofa v1,Furniture,2875.75,3209.1751999999997,Completed,11771.0
1498,2498,Pen v1,Office Supplies,2539.73,2406.5746,Completed,14350.0
1499,2499,Mixer v1,Home Appliances,3916.17,3509.9572,Completed,10237.0
1500,2500,Printer v1,Office Supplies,3493.98,3572.4854,Completed,10342.0
1501,2501,Shoes v1,Clothing,2372.04,1977.9632,Completed,12342.0
1503,2503,Marker v1,Office Supplies,4111.03,3570.5384,Completed,14056.0
1504,2504,Headphones v1,Electronics,2930.15,3250.4634,Completed,11264.0
1505,2505,Tablet v1,Electronics,662.8,528.5574,Completed,10739.0
1506,2506,Notebook v1,Office Supplies,1160.25,1154.3821999999998,Completed,13624.0
1507,2507,Chair v1,Furniture,6877.75,5547.120999999999,Completed,13771.0
1508,2508,Vacuum v1,Home Appliances,6713.34,5534.1646,Completed,12705.0
1509,2509,Printer v1,Office Supplies,2927.65,3280.3999999999996,Completed,13918.0
1510,2510,Laptop v1,Electronics,3804.8,3607.2599999999998,Completed,11177.0
1512,2512,Microwave v1,Home Appliances,3296.16,2658.009,Completed,14383.0
1513,2513,Mobile v1,Electronics,5352.28,5851.2896,Completed,11436.0
1516,2516,Sofa v1,Furniture,2725.92,2817.3916,Completed,10277.0
1517,2517,Laptop v1,Electronics,1784.24,1494.352,Completed,14125.0
1518,2518,Printer v1,Office Supplies,5271.37,5309.115,Completed,11369.0
1519,2519,Chair v1,Furniture,4046.43,4203.4904,Completed,12150.0
1523,2523,Mobile v1,Electronics,3192.1,2722.3898,Completed,14847.0
1524,2524,Table v1,Furniture,3012.46,2784.0566,Completed,14106.0
1525,2525,Notebook v1,Office Supplies,3977.63,3278.7598,Completed,13150.0
1526,2526,Shoes v1,Clothing,4925.02,4440.5878,Completed,12659.0
1527,2527,Desk v1,Furniture,5381.38,5079.4162,Completed,14449.0
1532,2532,Laptop v1,Electronics,430.05,381.553,Completed,13369.0
1534,2534,Vacuum v1,Home Appliances,5069.59,4978.9274000000005,Completed,11719.0
1536,2536,Laptop v1,Electronics,1229.49,1092.7626,Completed,11911.0
1537,2537,Jacket v1,Clothing,1234.44,1223.5774,Completed,13605.0
1538,2538,Shirt v1,Clothing,3247.63,3086.9743999999996,Completed,10031.0
1539,2539,Printer v1,Office Supplies,2505.13,2548.0802,Completed,12954.0
1540,2540,Marker v1,Office Supplies,1615.45,1330.9928,Completed,13301.0
1541,2541,Shirt v1,Clothing,3072.96,3245.3776,Completed,12785.0
1542,2542,Desk v1,Furniture,4196.45,4309.5606,Completed,14118.0
1543,2543,Mixer v1,Home Appliances,5686.79,4816.17,Completed,14442.0
1545,2545,Headphones v1,Electronics,3166.3,3091.0335999999998,Completed,10476.0
1546,2546,Sofa v1,Furniture,1781.53,1641.9935999999998,Completed,11275.0
1547,2547,Notebook v1,Office Supplies,6576.67,5527.9578,Completed,10723.0
1548,2548,Vacuum v1,Home Appliances,5467.19,4552.8884,Completed,13179.0
1551,2551,Jacket v1,Clothing,5023.28,4745.7122,Completed,12646.0
1553,2553,Tablet v1,Electronics,6576.88,5251.0472,Completed,12644.0
1554,2554,Notebook v1,Office Supplies,4668.83,3811.9428,Completed,10438.0
1555,2555,Shoes v1,Clothing,2675.84,2500.2666,Completed,13468.0
1556,2556,Desk v1,Furniture,1492.66,1382.1221999999998,Completed,14082.0
1557,2557,Pen v1,Office Supplies,2640.26,2393.2288,Completed,10727.0
1559,2559,Table v1,Furniture,5815.95,5012.8052,Completed,14689.0
1560,2560,Mixer v1,Home Appliances,2722.09,2673.3726,Completed,10771.0
1561,2561,Table v1,Furniture,3342.67,2890.5398,Completed,14608.0
1562,2562,Microwave v1,Home Appliances,5028.97,3959.785,Completed,12850.0
1565,2565,Microwave v1,Home Appliances,2565.23,2188.4397999999997,Completed,10592.0
1566,2566,Shirt v1,Clothing,1870.05,1536.3953999999999,Completed,13240.0
1567,2567,Mobile v1,Electronics,2768.3,2948.9615999999996,Completed,13125.0
1568,2568,Marker v1,Office Supplies,4830.24,4812.3586,Completed,14486.0
1569,2569,,Furniture,1755.77,1597.1417999999999,Completed,14391.0
1570,2570,Tablet v1,Electronics,2698.77,2303.4307999999996,Completed,14754.0
1571,2571,Marker v1,Office Supplies,593.77,485.3222,Completed,12640.0
